topology_id,network_id,flow_id,flow_rate,flow_burst,flow_src,flow_dest,flow_of_interest
9,0,0,0.5,10.0,0,0,-1
9,0,1,0.5,10.0,0,1,-1
9,0,2,0.5,10.0,0,2,-1
9,0,3,0.5,10.0,0,3,-1
9,0,4,0.5,10.0,0,4,-1
9,0,5,0.5,10.0,0,5,-1
9,0,6,0.5,10.0,0,6,-1
9,0,7,0.5,10.0,0,7,-1
9,0,8,0.5,10.0,0,8,-1
9,0,9,0.5,10.0,0,9,1
9,0,10,0.5,10.0,1,9,-1
9,0,11,0.5,10.0,2,9,-1
9,0,12,0.5,10.0,3,9,-1
9,0,13,0.5,10.0,4,9,-1
9,0,14,0.5,10.0,5,9,-1
9,0,15,0.5,10.0,6,9,-1
9,0,16,0.5,10.0,7,9,-1
9,0,17,0.5,10.0,8,9,-1
9,0,18,0.5,10.0,9,9,-1
9,1,0,0.5,10.0,0,1,-1
9,1,1,0.5,10.0,0,1,-1
9,1,2,0.5,10.0,0,2,-1
9,1,3,0.5,10.0,0,3,-1
9,1,4,0.5,10.0,0,4,-1
9,1,5,0.5,10.0,0,5,-1
9,1,6,0.5,10.0,0,6,-1
9,1,7,0.5,10.0,0,7,-1
9,1,8,0.5,10.0,0,8,-1
9,1,9,0.5,10.0,0,9,1
9,1,10,0.5,10.0,1,9,-1
9,1,11,0.5,10.0,2,9,-1
9,1,12,0.5,10.0,3,9,-1
9,1,13,0.5,10.0,4,9,-1
9,1,14,0.5,10.0,5,9,-1
9,1,15,0.5,10.0,6,9,-1
9,1,16,0.5,10.0,7,9,-1
9,1,17,0.5,10.0,8,9,-1
9,1,18,0.5,10.0,9,9,-1
