topology_id,network_id,flow_id,flow_rate,flow_burst,flow_src,flow_dest,flow_of_interest
6,0,0,0.7142857142857143,10.0,0,0,-1
6,0,1,0.7142857142857143,10.0,0,1,-1
6,0,2,0.7142857142857143,10.0,0,2,-1
6,0,3,0.7142857142857143,10.0,0,3,-1
6,0,4,0.7142857142857143,10.0,0,4,-1
6,0,5,0.7142857142857143,10.0,0,5,-1
6,0,6,0.7142857142857143,10.0,0,6,1
6,0,7,0.7142857142857143,10.0,1,6,-1
6,0,8,0.7142857142857143,10.0,2,6,-1
6,0,9,0.7142857142857143,10.0,3,6,-1
6,0,10,0.7142857142857143,10.0,4,6,-1
6,0,11,0.7142857142857143,10.0,5,6,-1
6,0,12,0.7142857142857143,10.0,6,6,-1
6,1,0,0.7142857142857143,10.0,0,1,-1
6,1,1,0.7142857142857143,10.0,0,1,-1
6,1,2,0.7142857142857143,10.0,0,2,-1
6,1,3,0.7142857142857143,10.0,0,3,-1
6,1,4,0.7142857142857143,10.0,0,4,-1
6,1,5,0.7142857142857143,10.0,0,5,-1
6,1,6,0.7142857142857143,10.0,0,6,1
6,1,7,0.7142857142857143,10.0,1,6,-1
6,1,8,0.7142857142857143,10.0,2,6,-1
6,1,9,0.7142857142857143,10.0,3,6,-1
6,1,10,0.7142857142857143,10.0,4,6,-1
6,1,11,0.7142857142857143,10.0,5,6,-1
6,1,12,0.7142857142857143,10.0,6,6,-1
