topology_id,network_id,flow_id,flow_rate,flow_burst,flow_src,flow_dest,flow_of_interest
10,0,0,0.45454545454545453,10.0,0,0,-1
10,0,1,0.45454545454545453,10.0,0,1,-1
10,0,2,0.45454545454545453,10.0,0,2,-1
10,0,3,0.45454545454545453,10.0,0,3,-1
10,0,4,0.45454545454545453,10.0,0,4,-1
10,0,5,0.45454545454545453,10.0,0,5,-1
10,0,6,0.45454545454545453,10.0,0,6,-1
10,0,7,0.45454545454545453,10.0,0,7,-1
10,0,8,0.45454545454545453,10.0,0,8,-1
10,0,9,0.45454545454545453,10.0,0,9,-1
10,0,10,0.45454545454545453,10.0,0,10,1
10,0,11,0.45454545454545453,10.0,1,10,-1
10,0,12,0.45454545454545453,10.0,2,10,-1
10,0,13,0.45454545454545453,10.0,3,10,-1
10,0,14,0.45454545454545453,10.0,4,10,-1
10,0,15,0.45454545454545453,10.0,5,10,-1
10,0,16,0.45454545454545453,10.0,6,10,-1
10,0,17,0.45454545454545453,10.0,7,10,-1
10,0,18,0.45454545454545453,10.0,8,10,-1
10,0,19,0.45454545454545453,10.0,9,10,-1
10,0,20,0.45454545454545453,10.0,10,10,-1
10,1,0,0.45454545454545453,10.0,0,1,-1
10,1,1,0.45454545454545453,10.0,0,1,-1
10,1,2,0.45454545454545453,10.0,0,2,-1
10,1,3,0.45454545454545453,10.0,0,3,-1
10,1,4,0.45454545454545453,10.0,0,4,-1
10,1,5,0.45454545454545453,10.0,0,5,-1
10,1,6,0.45454545454545453,10.0,0,6,-1
10,1,7,0.45454545454545453,10.0,0,7,-1
10,1,8,0.45454545454545453,10.0,0,8,-1
10,1,9,0.45454545454545453,10.0,0,9,-1
10,1,10,0.45454545454545453,10.0,0,10,1
10,1,11,0.45454545454545453,10.0,1,10,-1
10,1,12,0.45454545454545453,10.0,2,10,-1
10,1,13,0.45454545454545453,10.0,3,10,-1
10,1,14,0.45454545454545453,10.0,4,10,-1
10,1,15,0.45454545454545453,10.0,5,10,-1
10,1,16,0.45454545454545453,10.0,6,10,-1
10,1,17,0.45454545454545453,10.0,7,10,-1
10,1,18,0.45454545454545453,10.0,8,10,-1
10,1,19,0.45454545454545453,10.0,9,10,-1
10,1,20,0.45454545454545453,10.0,10,10,-1
