topology_id,network_id,flow_id,flow_rate,flow_burst,flow_src,flow_dest,flow_of_interest
22,0,0,0.21739130434782608,10.0,0,0,-1
22,0,1,0.21739130434782608,10.0,0,1,-1
22,0,2,0.21739130434782608,10.0,0,2,-1
22,0,3,0.21739130434782608,10.0,0,3,-1
22,0,4,0.21739130434782608,10.0,0,4,-1
22,0,5,0.21739130434782608,10.0,0,5,-1
22,0,6,0.21739130434782608,10.0,0,6,-1
22,0,7,0.21739130434782608,10.0,0,7,-1
22,0,8,0.21739130434782608,10.0,0,8,-1
22,0,9,0.21739130434782608,10.0,0,9,-1
22,0,10,0.21739130434782608,10.0,0,10,-1
22,0,11,0.21739130434782608,10.0,0,11,-1
22,0,12,0.21739130434782608,10.0,0,12,-1
22,0,13,0.21739130434782608,10.0,0,13,-1
22,0,14,0.21739130434782608,10.0,0,14,-1
22,0,15,0.21739130434782608,10.0,0,15,-1
22,0,16,0.21739130434782608,10.0,0,16,-1
22,0,17,0.21739130434782608,10.0,0,17,-1
22,0,18,0.21739130434782608,10.0,0,18,-1
22,0,19,0.21739130434782608,10.0,0,19,-1
22,0,20,0.21739130434782608,10.0,0,20,-1
22,0,21,0.21739130434782608,10.0,0,21,-1
22,0,22,0.21739130434782608,10.0,0,22,1
22,0,23,0.21739130434782608,10.0,1,22,-1
22,0,24,0.21739130434782608,10.0,2,22,-1
22,0,25,0.21739130434782608,10.0,3,22,-1
22,0,26,0.21739130434782608,10.0,4,22,-1
22,0,27,0.21739130434782608,10.0,5,22,-1
22,0,28,0.21739130434782608,10.0,6,22,-1
22,0,29,0.21739130434782608,10.0,7,22,-1
22,0,30,0.21739130434782608,10.0,8,22,-1
22,0,31,0.21739130434782608,10.0,9,22,-1
22,0,32,0.21739130434782608,10.0,10,22,-1
22,0,33,0.21739130434782608,10.0,11,22,-1
22,0,34,0.21739130434782608,10.0,12,22,-1
22,0,35,0.21739130434782608,10.0,13,22,-1
22,0,36,0.21739130434782608,10.0,14,22,-1
22,0,37,0.21739130434782608,10.0,15,22,-1
22,0,38,0.21739130434782608,10.0,16,22,-1
22,0,39,0.21739130434782608,10.0,17,22,-1
22,0,40,0.21739130434782608,10.0,18,22,-1
22,0,41,0.21739130434782608,10.0,19,22,-1
22,0,42,0.21739130434782608,10.0,20,22,-1
22,0,43,0.21739130434782608,10.0,21,22,-1
22,0,44,0.21739130434782608,10.0,22,22,-1
22,1,0,0.21739130434782608,10.0,0,0,-1
22,1,1,0.21739130434782608,10.0,0,22,-1
22,1,2,0.21739130434782608,10.0,0,22,-1
22,1,3,0.21739130434782608,10.0,0,22,-1
22,1,4,0.21739130434782608,10.0,0,22,-1
22,1,5,0.21739130434782608,10.0,0,22,-1
22,1,6,0.21739130434782608,10.0,0,22,-1
22,1,7,0.21739130434782608,10.0,0,22,-1
22,1,8,0.21739130434782608,10.0,0,22,-1
22,1,9,0.21739130434782608,10.0,0,22,-1
22,1,10,0.21739130434782608,10.0,0,22,-1
22,1,11,0.21739130434782608,10.0,0,22,-1
22,1,12,0.21739130434782608,10.0,0,22,-1
22,1,13,0.21739130434782608,10.0,0,22,-1
22,1,14,0.21739130434782608,10.0,0,22,-1
22,1,15,0.21739130434782608,10.0,0,22,-1
22,1,16,0.21739130434782608,10.0,0,22,-1
22,1,17,0.21739130434782608,10.0,0,22,-1
22,1,18,0.21739130434782608,10.0,0,22,-1
22,1,19,0.21739130434782608,10.0,0,22,-1
22,1,20,0.21739130434782608,10.0,0,22,-1
22,1,21,0.21739130434782608,10.0,0,22,-1
22,1,22,0.21739130434782608,10.0,0,22,1
22,1,23,0.21739130434782608,10.0,1,22,-1
22,1,24,0.21739130434782608,10.0,2,22,-1
22,1,25,0.21739130434782608,10.0,3,22,-1
22,1,26,0.21739130434782608,10.0,4,22,-1
22,1,27,0.21739130434782608,10.0,5,22,-1
22,1,28,0.21739130434782608,10.0,6,22,-1
22,1,29,0.21739130434782608,10.0,7,22,-1
22,1,30,0.21739130434782608,10.0,8,22,-1
22,1,31,0.21739130434782608,10.0,9,22,-1
22,1,32,0.21739130434782608,10.0,10,22,-1
22,1,33,0.21739130434782608,10.0,11,22,-1
22,1,34,0.21739130434782608,10.0,12,22,-1
22,1,35,0.21739130434782608,10.0,13,22,-1
22,1,36,0.21739130434782608,10.0,14,22,-1
22,1,37,0.21739130434782608,10.0,15,22,-1
22,1,38,0.21739130434782608,10.0,16,22,-1
22,1,39,0.21739130434782608,10.0,17,22,-1
22,1,40,0.21739130434782608,10.0,18,22,-1
22,1,41,0.21739130434782608,10.0,19,22,-1
22,1,42,0.21739130434782608,10.0,20,22,-1
22,1,43,0.21739130434782608,10.0,21,22,-1
22,1,44,0.21739130434782608,10.0,22,22,-1
