topology_id,network_id,flow_id,flow_rate,flow_burst,flow_src,flow_dest,flow_of_interest
11,0,0,0.4166666666666667,10.0,0,0,-1
11,0,1,0.4166666666666667,10.0,0,1,-1
11,0,2,0.4166666666666667,10.0,0,2,-1
11,0,3,0.4166666666666667,10.0,0,3,-1
11,0,4,0.4166666666666667,10.0,0,4,-1
11,0,5,0.4166666666666667,10.0,0,5,-1
11,0,6,0.4166666666666667,10.0,0,6,-1
11,0,7,0.4166666666666667,10.0,0,7,-1
11,0,8,0.4166666666666667,10.0,0,8,-1
11,0,9,0.4166666666666667,10.0,0,9,-1
11,0,10,0.4166666666666667,10.0,0,10,-1
11,0,11,0.4166666666666667,10.0,0,11,1
11,0,12,0.4166666666666667,10.0,1,11,-1
11,0,13,0.4166666666666667,10.0,2,11,-1
11,0,14,0.4166666666666667,10.0,3,11,-1
11,0,15,0.4166666666666667,10.0,4,11,-1
11,0,16,0.4166666666666667,10.0,5,11,-1
11,0,17,0.4166666666666667,10.0,6,11,-1
11,0,18,0.4166666666666667,10.0,7,11,-1
11,0,19,0.4166666666666667,10.0,8,11,-1
11,0,20,0.4166666666666667,10.0,9,11,-1
11,0,21,0.4166666666666667,10.0,10,11,-1
11,0,22,0.4166666666666667,10.0,11,11,-1
11,1,0,0.4166666666666667,10.0,0,0,-1
11,1,1,0.4166666666666667,10.0,0,1,-1
11,1,2,0.4166666666666667,10.0,0,2,-1
11,1,3,0.4166666666666667,10.0,0,3,-1
11,1,4,0.4166666666666667,10.0,0,4,-1
11,1,5,0.4166666666666667,10.0,0,5,-1
11,1,6,0.4166666666666667,10.0,0,11,-1
11,1,7,0.4166666666666667,10.0,0,11,-1
11,1,8,0.4166666666666667,10.0,0,11,-1
11,1,9,0.4166666666666667,10.0,0,11,-1
11,1,10,0.4166666666666667,10.0,0,11,-1
11,1,11,0.4166666666666667,10.0,0,11,1
11,1,12,0.4166666666666667,10.0,1,11,-1
11,1,13,0.4166666666666667,10.0,2,11,-1
11,1,14,0.4166666666666667,10.0,3,11,-1
11,1,15,0.4166666666666667,10.0,4,11,-1
11,1,16,0.4166666666666667,10.0,5,11,-1
11,1,17,0.4166666666666667,10.0,6,11,-1
11,1,18,0.4166666666666667,10.0,7,11,-1
11,1,19,0.4166666666666667,10.0,8,11,-1
11,1,20,0.4166666666666667,10.0,9,11,-1
11,1,21,0.4166666666666667,10.0,10,11,-1
11,1,22,0.4166666666666667,10.0,11,11,-1
