topology_id,network_id,flow_id,flow_rate,flow_burst,flow_src,flow_dest,flow_of_interest
12,0,0,0.38461538461538464,10.0,0,0,-1
12,0,1,0.38461538461538464,10.0,0,1,-1
12,0,2,0.38461538461538464,10.0,0,2,-1
12,0,3,0.38461538461538464,10.0,0,3,-1
12,0,4,0.38461538461538464,10.0,0,4,-1
12,0,5,0.38461538461538464,10.0,0,5,-1
12,0,6,0.38461538461538464,10.0,0,6,-1
12,0,7,0.38461538461538464,10.0,0,7,-1
12,0,8,0.38461538461538464,10.0,0,8,-1
12,0,9,0.38461538461538464,10.0,0,9,-1
12,0,10,0.38461538461538464,10.0,0,10,-1
12,0,11,0.38461538461538464,10.0,0,11,-1
12,0,12,0.38461538461538464,10.0,0,12,1
12,0,13,0.38461538461538464,10.0,1,12,-1
12,0,14,0.38461538461538464,10.0,2,12,-1
12,0,15,0.38461538461538464,10.0,3,12,-1
12,0,16,0.38461538461538464,10.0,4,12,-1
12,0,17,0.38461538461538464,10.0,5,12,-1
12,0,18,0.38461538461538464,10.0,6,12,-1
12,0,19,0.38461538461538464,10.0,7,12,-1
12,0,20,0.38461538461538464,10.0,8,12,-1
12,0,21,0.38461538461538464,10.0,9,12,-1
12,0,22,0.38461538461538464,10.0,10,12,-1
12,0,23,0.38461538461538464,10.0,11,12,-1
12,0,24,0.38461538461538464,10.0,12,12,-1
12,1,0,0.38461538461538464,10.0,0,1,-1
12,1,1,0.38461538461538464,10.0,0,1,-1
12,1,2,0.38461538461538464,10.0,0,2,-1
12,1,3,0.38461538461538464,10.0,0,3,-1
12,1,4,0.38461538461538464,10.0,0,4,-1
12,1,5,0.38461538461538464,10.0,0,5,-1
12,1,6,0.38461538461538464,10.0,0,6,-1
12,1,7,0.38461538461538464,10.0,0,7,-1
12,1,8,0.38461538461538464,10.0,0,8,-1
12,1,9,0.38461538461538464,10.0,0,9,-1
12,1,10,0.38461538461538464,10.0,0,10,-1
12,1,11,0.38461538461538464,10.0,0,11,-1
12,1,12,0.38461538461538464,10.0,0,12,1
12,1,13,0.38461538461538464,10.0,1,12,-1
12,1,14,0.38461538461538464,10.0,2,12,-1
12,1,15,0.38461538461538464,10.0,3,12,-1
12,1,16,0.38461538461538464,10.0,4,12,-1
12,1,17,0.38461538461538464,10.0,5,12,-1
12,1,18,0.38461538461538464,10.0,6,12,-1
12,1,19,0.38461538461538464,10.0,7,12,-1
12,1,20,0.38461538461538464,10.0,8,12,-1
12,1,21,0.38461538461538464,10.0,9,12,-1
12,1,22,0.38461538461538464,10.0,10,12,-1
12,1,23,0.38461538461538464,10.0,11,12,-1
12,1,24,0.38461538461538464,10.0,12,12,-1
