topology_id,network_id,flow_id,flow_rate,flow_burst,flow_src,flow_dest,flow_of_interest
7,0,0,0.625,10.0,0,0,-1
7,0,1,0.625,10.0,0,1,-1
7,0,2,0.625,10.0,0,2,-1
7,0,3,0.625,10.0,0,3,-1
7,0,4,0.625,10.0,0,4,-1
7,0,5,0.625,10.0,0,5,-1
7,0,6,0.625,10.0,0,6,-1
7,0,7,0.625,10.0,0,7,1
7,0,8,0.625,10.0,1,7,-1
7,0,9,0.625,10.0,2,7,-1
7,0,10,0.625,10.0,3,7,-1
7,0,11,0.625,10.0,4,7,-1
7,0,12,0.625,10.0,5,7,-1
7,0,13,0.625,10.0,6,7,-1
7,0,14,0.625,10.0,7,7,-1
7,1,0,0.625,10.0,0,1,-1
7,1,1,0.625,10.0,0,1,-1
7,1,2,0.625,10.0,0,2,-1
7,1,3,0.625,10.0,0,3,-1
7,1,4,0.625,10.0,0,4,-1
7,1,5,0.625,10.0,0,5,-1
7,1,6,0.625,10.0,0,6,-1
7,1,7,0.625,10.0,0,7,1
7,1,8,0.625,10.0,1,7,-1
7,1,9,0.625,10.0,2,7,-1
7,1,10,0.625,10.0,3,7,-1
7,1,11,0.625,10.0,4,7,-1
7,1,12,0.625,10.0,5,7,-1
7,1,13,0.625,10.0,6,7,-1
7,1,14,0.625,10.0,7,7,-1
