topology_id,network_id,flow_id,flow_rate,flow_burst,flow_src,flow_dest,flow_of_interest
15,0,0,0.3125,10.0,0,0,-1
15,0,1,0.3125,10.0,0,1,-1
15,0,2,0.3125,10.0,0,2,-1
15,0,3,0.3125,10.0,0,3,-1
15,0,4,0.3125,10.0,0,4,-1
15,0,5,0.3125,10.0,0,5,-1
15,0,6,0.3125,10.0,0,6,-1
15,0,7,0.3125,10.0,0,7,-1
15,0,8,0.3125,10.0,0,8,-1
15,0,9,0.3125,10.0,0,9,-1
15,0,10,0.3125,10.0,0,10,-1
15,0,11,0.3125,10.0,0,11,-1
15,0,12,0.3125,10.0,0,12,-1
15,0,13,0.3125,10.0,0,13,-1
15,0,14,0.3125,10.0,0,14,-1
15,0,15,0.3125,10.0,0,15,1
15,0,16,0.3125,10.0,1,15,-1
15,0,17,0.3125,10.0,2,15,-1
15,0,18,0.3125,10.0,3,15,-1
15,0,19,0.3125,10.0,4,15,-1
15,0,20,0.3125,10.0,5,15,-1
15,0,21,0.3125,10.0,6,15,-1
15,0,22,0.3125,10.0,7,15,-1
15,0,23,0.3125,10.0,8,15,-1
15,0,24,0.3125,10.0,9,15,-1
15,0,25,0.3125,10.0,10,15,-1
15,0,26,0.3125,10.0,11,15,-1
15,0,27,0.3125,10.0,12,15,-1
15,0,28,0.3125,10.0,13,15,-1
15,0,29,0.3125,10.0,14,15,-1
15,0,30,0.3125,10.0,15,15,-1
15,1,0,0.3125,10.0,0,0,-1
15,1,1,0.3125,10.0,0,1,-1
15,1,2,0.3125,10.0,0,2,-1
15,1,3,0.3125,10.0,0,3,-1
15,1,4,0.3125,10.0,0,4,-1
15,1,5,0.3125,10.0,0,5,-1
15,1,6,0.3125,10.0,0,6,-1
15,1,7,0.3125,10.0,0,7,-1
15,1,8,0.3125,10.0,0,15,-1
15,1,9,0.3125,10.0,0,15,-1
15,1,10,0.3125,10.0,0,15,-1
15,1,11,0.3125,10.0,0,15,-1
15,1,12,0.3125,10.0,0,15,-1
15,1,13,0.3125,10.0,0,15,-1
15,1,14,0.3125,10.0,0,15,-1
15,1,15,0.3125,10.0,0,15,1
15,1,16,0.3125,10.0,1,15,-1
15,1,17,0.3125,10.0,2,15,-1
15,1,18,0.3125,10.0,3,15,-1
15,1,19,0.3125,10.0,4,15,-1
15,1,20,0.3125,10.0,5,15,-1
15,1,21,0.3125,10.0,6,15,-1
15,1,22,0.3125,10.0,7,15,-1
15,1,23,0.3125,10.0,8,15,-1
15,1,24,0.3125,10.0,9,15,-1
15,1,25,0.3125,10.0,10,15,-1
15,1,26,0.3125,10.0,11,15,-1
15,1,27,0.3125,10.0,12,15,-1
15,1,28,0.3125,10.0,13,15,-1
15,1,29,0.3125,10.0,14,15,-1
15,1,30,0.3125,10.0,15,15,-1
